
[Long Strangle - Buy OTM Call and OTM Put - Long Expiry]
Symbol,Beta,Last Change %,Volatility%,days,Strength,Rank,Intrinsic,PE,LTP,Call Strike,Call Premium,Put Strike,Put Premium,Total Premium,Total Premium %,Details
GILD,0.35,-1.32,2.23,281,F,97,9.532,,146.64,150,15.5,145,14.65,3015,22.85,(Stock Name: Gilead Sciences. Inc.; Sector: Healthcare; Strength: F - Large Cap / Blue-chip ; Intrinsic: 9.53; Revenue: 3046.0cr; Net Profit: -324.0cr; Recommended: buy; Projected High: 180.0; Projected Medium: 160.0; Projected Low: 123.0; All time high: 157.29 => 7.0%; SMA 200: 134.36 => 8.37%; RSI: 67.67; Day Volatility: 2.23; Week Volatility: 5.51; Month Volatility: 9.05; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 62.07 => 57.67%; Month Support: 62.07 => 57.67%; Day NWE: 138.54 => 5.52%; Week NWE: 120.43 => 17.87%; Month NWE: 113.88 => 22.34%)
NVS,0.49,-1.96,1.33,499,F,49,21.856,20.8,137.7,140,17,135,12.3,2930,22.95,(Stock Name: Novartis AG; Sector: Healthcare; Strength: F - Fundamentals-driven (stable. earnings-based); Intrinsic: 21.86; Revenue: 5669.0cr; Net Profit: 1276.0cr; Recommended: hold; Projected High: 185.0; Projected Medium: 160.15; Projected Low: 123.0; All time high: 170.46 => 19.0%; SMA 200: 149.72 => -8.73%; RSI: 55.17; Day Volatility: 1.33; Week Volatility: 5.14; Month Volatility: 7.86; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 96.06 => 30.24%; Month Support: 74.09 => 46.19%; Day NWE: 150.54 => -9.33%; Week NWE: 140.45 => -1.99%; Month NWE: 130.36 => 5.33%)
JD,0.339,1.51,1.26,281,F,436,24.45717,18.45,27.68,28,3.8,25,2.25,605,23.01,(Stock Name: JD.com. Inc.; Sector: Consumer Cyclical; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 24.46; Revenue: 131344.0cr; Net Profit: 1479.0cr; Recommended: strong_buy; Projected High: 54.786594; Projected Medium: 39.214043; Projected Low: 25.137234; All time high: 108.29 => 74.0%; SMA 200: 29.13 => -5.24%; RSI: 39.69; Day Volatility: 1.26; Week Volatility: 6.75; Month Volatility: 17.8; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 24.51 => 11.46%; Week Support: 24.51 => 11.46%; Month Support: 20.82 => 24.78%; Day NWE: 25.11 => 9.28%; Week NWE: 23.51 => 15.05%; Month NWE: 12.88 => 53.47%)
ALL,0.15,-1.08,1.69,281,F,288,124.791,5.08,253.46,270,20.3,250,21.5,4180,23.02,(Stock Name: Allstate Corporation (The); Sector: Financial Services; Strength: F - Mega / Large Cap / Stable; Intrinsic: 124.79; Revenue: 7014.0cr; Net Profit: 1319.0cr; Recommended: hold; Projected High: 334.0; Projected Medium: 281.0; Projected Low: 191.0; All time high: 277.22 => 9.0%; SMA 200: 221.75 => 12.51%; RSI: 51.08; Day Volatility: 1.69; Week Volatility: 5.38; Month Volatility: 9.11; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 188.08 => 25.79%; Week Support: 188.08 => 25.79%; Month Support: 100.57 => 60.32%; Day NWE: 243.69 => 3.85%; Week NWE: 230.78 => 8.95%; Month NWE: 194.32 => 23.33%)
KHC,0.082,-1.67,2.46,499,F,504,30.359,,24.9,25,3.55,22.5,2.14,569,23.25,(Stock Name: The Kraft Heinz Company; Sector: Consumer Defensive; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 30.36; Revenue: 2490.0cr; Net Profit: -340.0cr; Recommended: hold; Projected High: 41.0; Projected Medium: 25.0; Projected Low: 19.0; All time high: 97.77 => 75.0%; SMA 200: 24.03 => 3.49%; RSI: 44.78; Day Volatility: 2.46; Week Volatility: 6.96; Month Volatility: 11.12; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.03 => 15.52%; Week Support: 21.03 => 15.52%; Month Support: 30.68 => -23.21%; Day NWE: 23.82 => 4.35%; Week NWE: 21.9 => 12.04%; Month NWE: 18.9 => 24.11%)
JNJ,0.235,-1.1900000000000002,1.69,499,F,22,35.284,31.26,269.12,270,38,260,23.85,6185,23.31,(Stock Name: Johnson & Johnson; Sector: Healthcare; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 35.28; Revenue: 9793.0cr; Net Profit: 2104.0cr; Recommended: buy; Projected High: 320.0; Projected Medium: 281.0; Projected Low: 190.0; All time high: 281.07 => 4.0%; SMA 200: 235.82 => 12.37%; RSI: 60.57; Day Volatility: 1.69; Week Volatility: 5.44; Month Volatility: 8.65; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 140.68 => 47.73%; Month Support: 140.68 => 47.73%; Day NWE: 255.16 => 5.19%; Week NWE: 231.52 => 13.97%; Month NWE: 203.84 => 24.26%)
V,0.761,-1.02,1.35,499,M,25,18.87,31.4,368.64,370,52.75,360,31.9,8465,23.330000000000002,(Stock Name: Visa Inc.; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 18.87; Revenue: 4449.0cr; Net Profit: 2240.0cr; Recommended: strong_buy; Projected High: 466.0; Projected Medium: 422.0; Projected Low: 330.0; All time high: 385.57 => 4.0%; SMA 200: 334.07 => 9.38%; RSI: 54.97; Day Volatility: 1.35; Week Volatility: 3.47; Month Volatility: 7.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 293.89 => 20.28%; Week Support: 293.89 => 20.28%; Month Support: 174.6 => 52.64%; Day NWE: 359.07 => 2.6%; Week NWE: 322.29 => 12.57%; Month NWE: 298.15 => 19.12%)
D,0.622,-1.47,1.62,373,M,324,31.74,22.91,66.22,67.5,7.5,65,6.7,1420,23.380000000000003,(Stock Name: Dominion Energy. Inc.; Sector: Utilities; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 31.74; Revenue: 1812.0cr; Net Profit: 251.0cr; Recommended: hold; Projected High: 80.0; Projected Medium: 70.0; Projected Low: 66.0; All time high: 90.89 => 27.0%; SMA 200: 64.12 => 3.18%; RSI: 38.47; Day Volatility: 1.62; Week Volatility: 3.94; Month Volatility: 7.64; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 55.85 => 15.66%; Week Support: 55.85 => 15.66%; Month Support: 39.18 => 40.83%; Day NWE: 63.69 => 3.81%; Week NWE: 63.34 => 4.36%; Month NWE: 52.28 => 21.05%)
SYK,0.768,-1.1400000000000001,3.15,281,F,153,62.538,28.68,276.43,280,34.2,270,26.9,6110,23.39,(Stock Name: Stryker Corporation; Sector: Healthcare; Strength: F - Industrials / Energy / Utilities ; Intrinsic: 62.54; Revenue: 2584.0cr; Net Profit: 373.0cr; Recommended: buy; Projected High: 465.0; Projected Medium: 382.0; Projected Low: 315.0; All time high: 406.19 => 32.0%; SMA 200: 338.45 => -22.44%; RSI: 34.06; Day Volatility: 3.15; Week Volatility: 7.04; Month Volatility: 14.15; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 329.16 => -19.08%; Week Support: 329.16 => -19.08%; Month Support: 188.84 => 31.69%; Day NWE: 296.34 => -7.2%; Week NWE: 291.31 => -5.38%; Month NWE: 282.83 => -2.32%)
GLD,,-1.3599999999999999,1.53,499,S,173,170.017,,399.72,400,58.45,395,34.95,9340,23.44,
BLK,1.429,-1.26,2,281,F,107,371.704,26.24,1095.37,1180,82.2,1080,90.8,17300,23.52,(Stock Name: BlackRock. Inc.; Sector: Financial Services; Strength: F - Mega / Blue-chip / Strong Financials; Intrinsic: 371.7; Revenue: 2730.0cr; Net Profit: 658.0cr; Recommended: none; Projected High: 1488.0; Projected Medium: 1310.0; Projected Low: 1190.0; All time high: 1219.94 => 10.0%; SMA 200: 1059.26 => 3.3%; RSI: 47.24; Day Volatility: 2.0; Week Volatility: 4.35; Month Volatility: 10.37; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 917.39 => 16.25%; Week Support: 917.39 => 16.25%; Month Support: 596.18 => 45.57%; Day NWE: 1070.52 => 2.27%; Week NWE: 955.26 => 12.79%; Month NWE: 884.62 => 19.24%)
V,0.761,-1.02,1.35,464,M,25,18.87,31.4,368.64,375,47.8,365,33.2,8100,23.7,(Stock Name: Visa Inc.; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 18.87; Revenue: 4449.0cr; Net Profit: 2240.0cr; Recommended: strong_buy; Projected High: 466.0; Projected Medium: 422.0; Projected Low: 330.0; All time high: 385.57 => 4.0%; SMA 200: 334.07 => 9.38%; RSI: 54.97; Day Volatility: 1.35; Week Volatility: 3.47; Month Volatility: 7.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 293.89 => 20.28%; Week Support: 293.89 => 20.28%; Month Support: 174.6 => 52.64%; Day NWE: 359.07 => 2.6%; Week NWE: 322.29 => 12.57%; Month NWE: 298.15 => 19.12%)
TMO,0.854,-1.59,2.3,281,F,77,142.473,32.42,603.02,610,76.9,600,60.1,13700,23.880000000000003,(Stock Name: Thermo Fisher Scientific Inc; Sector: Healthcare; Strength: F - Tech / High-quality growth ; Intrinsic: 142.47; Revenue: 4634.0cr; Net Profit: 697.0cr; Recommended: buy; Projected High: 750.0; Projected Medium: 650.0; Projected Low: 520.0; All time high: 672.34 => 10.0%; SMA 200: 536.07 => 11.1%; RSI: 57.43; Day Volatility: 2.3; Week Volatility: 6.64; Month Volatility: 10.9; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 385.46 => 36.08%; Week Support: 385.46 => 36.08%; Month Support: 385.46 => 36.08%; Day NWE: 566.64 => 6.03%; Week NWE: 454.38 => 24.65%; Month NWE: 430.04 => 28.69%)
NTR,1.076,-2.17,2.66,281,F,438,54.155,16.33,80.68,85,8.6,75,6.5,1510,24.07,(Stock Name: Nutrien Ltd.; Sector: Basic Materials; Strength: F - Industrials / Energy / Utilities ; Intrinsic: 54.16; Revenue: 2729.0cr; Net Profit: 238.0cr; Recommended: buy; Projected High: 90.0; Projected Medium: 79.6; Projected Low: 59.0; All time high: 117.25 => 31.0%; SMA 200: 68.77 => 14.76%; RSI: 71.06; Day Volatility: 2.66; Week Volatility: 6.56; Month Volatility: 12.41; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 53.03 => 34.27%; Week Support: 53.03 => 34.27%; Month Support: 43.69 => 45.84%; Day NWE: 69.15 => 14.29%; Week NWE: 61.2 => 24.14%; Month NWE: 50.6 => 37.28%)
KMB,0.273,-1.3299999999999998,2.02,499,F,453,5.262,20.34,102.93,105,12.2,100,10.9,2310,24.45,(Stock Name: Kimberly-Clark Corporation; Sector: Consumer Defensive; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 5.26; Revenue: 1658.0cr; Net Profit: 168.0cr; Recommended: none; Projected High: 162.0; Projected Medium: 115.0; Projected Low: 90.0; All time high: 160.16 => 36.0%; SMA 200: 103.24 => -0.3%; RSI: 39.45; Day Volatility: 2.02; Week Volatility: 4.56; Month Volatility: 9.71; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 92.42 => 10.21%; Week Support: 92.42 => 10.21%; Month Support: 116.32 => -13.01%; Day NWE: 103.4 => -0.46%; Week NWE: 93.64 => 9.03%; Month NWE: 90.52 => 12.06%)
KMB,0.273,-1.3299999999999998,2.02,373,F,453,5.262,20.34,102.93,110,8.4,100,9.9,1830,24.65,(Stock Name: Kimberly-Clark Corporation; Sector: Consumer Defensive; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 5.26; Revenue: 1658.0cr; Net Profit: 168.0cr; Recommended: none; Projected High: 162.0; Projected Medium: 115.0; Projected Low: 90.0; All time high: 160.16 => 36.0%; SMA 200: 103.24 => -0.3%; RSI: 39.45; Day Volatility: 2.02; Week Volatility: 4.56; Month Volatility: 9.71; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 92.42 => 10.21%; Week Support: 92.42 => 10.21%; Month Support: 116.32 => -13.01%; Day NWE: 103.4 => -0.46%; Week NWE: 93.64 => 9.03%; Month NWE: 90.52 => 12.06%)
GILD,0.35,-1.32,2.23,373,F,97,9.532,,146.64,150,17.8,140,15.15,3295.0000000000005,24.759999999999998,(Stock Name: Gilead Sciences. Inc.; Sector: Healthcare; Strength: F - Large Cap / Blue-chip ; Intrinsic: 9.53; Revenue: 3046.0cr; Net Profit: -324.0cr; Recommended: buy; Projected High: 180.0; Projected Medium: 160.0; Projected Low: 123.0; All time high: 157.29 => 7.0%; SMA 200: 134.36 => 8.37%; RSI: 67.67; Day Volatility: 2.23; Week Volatility: 5.51; Month Volatility: 9.05; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 62.07 => 57.67%; Month Support: 62.07 => 57.67%; Day NWE: 138.54 => 5.52%; Week NWE: 120.43 => 17.87%; Month NWE: 113.88 => 22.34%)
AIG,0.511,-1.01,1.47,499,F,425,77.386,13.63,74.68,75,11,72.5,7.3,1830,24.93,(Stock Name: American International Group. I; Sector: Financial Services; Strength: F - Mega / Large Cap / Stable; Intrinsic: 77.39; Revenue: 2674.0cr; Net Profit: 296.0cr; Recommended: buy; Projected High: 101.0; Projected Medium: 88.0; Projected Low: 80.0; All time high: 88.07 => 15.0%; SMA 200: 77.37 => -3.6%; RSI: 45.39; Day Volatility: 1.47; Week Volatility: 3.61; Month Volatility: 7.9; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 71.25 => 4.59%; Week Support: 71.25 => 4.59%; Month Support: 45.66 => 38.86%; Day NWE: 72.99 => 2.26%; Week NWE: 70.97 => 4.97%; Month NWE: 62.36 => 16.49%)

[Long Strangle - Buy OTM Call and OTM Put - Medium Expiry]
Symbol,Beta,Last Change %,Volatility%,days,Strength,Rank,Intrinsic,PE,LTP,Call Strike,Call Premium,Put Strike,Put Premium,Total Premium,Total Premium %,Details
KNTK,0.777,-1.23,2.41,100,M,1582,-15.014,19.22,54.98,55,3.2,50,1.55,475,8.68,(Stock Name: Kinetik Holdings Inc.; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: -15.01; Revenue: 189.0cr; Net Profit: 19.0cr; Recommended: buy; Projected High: 70.0; Projected Medium: 57.0; Projected Low: 48.0; All time high: 104.8 => 48.0%; SMA 200: 45.12 => 17.94%; RSI: 58.61; Day Volatility: 2.41; Week Volatility: 5.97; Month Volatility: 10.82; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 31.33 => 43.02%; Week Support: 31.33 => 43.02%; Month Support: 31.33 => 43.02%; Day NWE: 50.74 => 7.72%; Week NWE: 40.45 => 26.43%; Month NWE: 0.0 => 100.0%)
RGA,0.464,-1.15,1.49,128,M,728,209.735,10.88,247.14,250,15.1,210,4.2,1930,8.97,(Stock Name: Reinsurance Group of America. I; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 209.74; Revenue: 2597.0cr; Net Profit: 151.0cr; Recommended: buy; Projected High: 302.0; Projected Medium: 280.0; Projected Low: 235.0; All time high: 257.81 => 4.0%; SMA 200: 213.67 => 13.54%; RSI: 64.93; Day Volatility: 1.49; Week Volatility: 4.52; Month Volatility: 7.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 159.25 => 35.56%; Week Support: 159.25 => 35.56%; Month Support: 159.25 => 35.56%; Day NWE: 235.39 => 4.76%; Week NWE: 213.29 => 13.7%; Month NWE: 179.6 => 27.33%)
USAC,0.195,-1.16,1.64,100,M,1664,1.98,25.68,27.48,27.5,1.7,25,0.9,260,9.53,(Stock Name: USA Compression Partners. LP; Sector: Energy; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 1.98; Revenue: 118.0cr; Net Profit: 14.0cr; Recommended: hold; Projected High: 33.0; Projected Medium: 29.0; Projected Low: 28.0; All time high: 30.55 => 10.0%; SMA 200: 26.43 => 3.8%; RSI: 56.56; Day Volatility: 1.64; Week Volatility: 3.92; Month Volatility: 9.39; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.85 => 20.49%; Week Support: 21.85 => 20.49%; Month Support: 21.06 => 23.36%; Day NWE: 25.29 => 7.98%; Week NWE: 23.93 => 12.93%; Month NWE: 22.2 => 19.21%)
PEP,0.361,-1.63,1.36,100,M,95,16.177,18.17,138.45,140,6.8,135,5.05,1185,9.68,(Stock Name: Pepsico. Inc.; Sector: Consumer Defensive; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.18; Revenue: 9690.0cr; Net Profit: 1045.0cr; Recommended: hold; Projected High: 183.0; Projected Medium: 155.0; Projected Low: 124.0; All time high: 196.88 => 30.0%; SMA 200: 148.78 => -7.46%; RSI: 42.03; Day Volatility: 1.36; Week Volatility: 3.91; Month Volatility: 9.0; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 136.01 => 1.76%; Week Support: 136.01 => 1.76%; Month Support: 127.6 => 7.84%; Day NWE: 134.35 => 2.96%; Week NWE: 124.86 => 9.81%; Month NWE: 125.98 => 9.01%)
KHC,0.082,-1.67,2.46,100,F,504,30.359,,24.9,25,1.65,22.5,0.67,231.99999999999997,9.719999999999999,(Stock Name: The Kraft Heinz Company; Sector: Consumer Defensive; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 30.36; Revenue: 2490.0cr; Net Profit: -340.0cr; Recommended: hold; Projected High: 41.0; Projected Medium: 25.0; Projected Low: 19.0; All time high: 97.77 => 75.0%; SMA 200: 24.03 => 3.49%; RSI: 44.78; Day Volatility: 2.46; Week Volatility: 6.96; Month Volatility: 11.12; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.03 => 15.52%; Week Support: 21.03 => 15.52%; Month Support: 30.68 => -23.21%; Day NWE: 23.82 => 4.35%; Week NWE: 21.9 => 12.04%; Month NWE: 18.9 => 24.11%)
GLD,,-1.3599999999999999,1.53,100,S,173,170.017,,399.72,400,22.8,395,16.1,3890.0000000000005,9.8,
V,0.761,-1.02,1.35,100,M,25,18.87,31.4,368.64,370,19.7,365,15.1,3479.9999999999995,9.81,(Stock Name: Visa Inc.; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 18.87; Revenue: 4449.0cr; Net Profit: 2240.0cr; Recommended: strong_buy; Projected High: 466.0; Projected Medium: 422.0; Projected Low: 330.0; All time high: 385.57 => 4.0%; SMA 200: 334.07 => 9.38%; RSI: 54.97; Day Volatility: 1.35; Week Volatility: 3.47; Month Volatility: 7.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 293.89 => 20.28%; Week Support: 293.89 => 20.28%; Month Support: 174.6 => 52.64%; Day NWE: 359.07 => 2.6%; Week NWE: 322.29 => 12.57%; Month NWE: 298.15 => 19.12%)
JNJ,0.235,-1.1900000000000002,1.69,100,F,22,35.284,31.26,269.12,270,15.9,260,9.85,2575,9.9,(Stock Name: Johnson & Johnson; Sector: Healthcare; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 35.28; Revenue: 9793.0cr; Net Profit: 2104.0cr; Recommended: buy; Projected High: 320.0; Projected Medium: 281.0; Projected Low: 190.0; All time high: 281.07 => 4.0%; SMA 200: 235.82 => 12.37%; RSI: 60.57; Day Volatility: 1.69; Week Volatility: 5.44; Month Volatility: 8.65; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 140.68 => 47.73%; Month Support: 140.68 => 47.73%; Day NWE: 255.16 => 5.19%; Week NWE: 231.52 => 13.97%; Month NWE: 203.84 => 24.26%)
D,0.622,-1.47,1.62,100,M,324,31.74,22.91,66.22,67.5,2.95,65,2.35,530.0000000000001,9.94,(Stock Name: Dominion Energy. Inc.; Sector: Utilities; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 31.74; Revenue: 1812.0cr; Net Profit: 251.0cr; Recommended: hold; Projected High: 80.0; Projected Medium: 70.0; Projected Low: 66.0; All time high: 90.89 => 27.0%; SMA 200: 64.12 => 3.18%; RSI: 38.47; Day Volatility: 1.62; Week Volatility: 3.94; Month Volatility: 7.64; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 55.85 => 15.66%; Week Support: 55.85 => 15.66%; Month Support: 39.18 => 40.83%; Day NWE: 63.69 => 3.81%; Week NWE: 63.34 => 4.36%; Month NWE: 52.28 => 21.05%)
EXC,0.389,-1.6400000000000001,1.55,100,F,386,28.77,16.16,43.95,45,1.75,43,1.65,340,10.13,(Stock Name: Exelon Corporation; Sector: Utilities; Strength: F - Large Cap / Blue-chip ; Intrinsic: 28.77; Revenue: 2533.0cr; Net Profit: 278.0cr; Recommended: hold; Projected High: 58.0; Projected Medium: 48.0; Projected Low: 41.0; All time high: 50.71 => 13.0%; SMA 200: 45.94 => -4.52%; RSI: 38.55; Day Volatility: 1.55; Week Volatility: 4.71; Month Volatility: 8.06; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 35.94 => 18.23%; Month Support: 33.35 => 24.12%; Day NWE: 42.2 => 3.98%; Week NWE: 41.59 => 5.38%; Month NWE: 38.76 => 11.8%)
GD,0.321,-1.17,2.03,100,F,192,99.3,21.76,356.58,360,18.3,350,15.1,3340,10.33,(Stock Name: General Dynamics Corporation; Sector: Industrials; Strength: F - Large Cap / Blue-chip ; Intrinsic: 99.3; Revenue: 5486.0cr; Net Profit: 449.0cr; Recommended: buy; Projected High: 465.0; Projected Medium: 430.0; Projected Low: 319.0; All time high: 400.0 => 11.0%; SMA 200: 354.53 => 0.57%; RSI: 31.03; Day Volatility: 2.03; Week Volatility: 4.82; Month Volatility: 8.72; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 239.2 => 32.92%; Week Support: 239.2 => 32.92%; Month Support: 239.2 => 32.92%; Day NWE: 352.65 => 1.1%; Week NWE: 339.76 => 4.72%; Month NWE: 299.23 => 16.08%)
KMB,0.273,-1.3299999999999998,2.02,100,F,453,5.262,20.34,102.93,105,4.9,100,4.2,910.0000000000001,10.85,(Stock Name: Kimberly-Clark Corporation; Sector: Consumer Defensive; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 5.26; Revenue: 1658.0cr; Net Profit: 168.0cr; Recommended: none; Projected High: 162.0; Projected Medium: 115.0; Projected Low: 90.0; All time high: 160.16 => 36.0%; SMA 200: 103.24 => -0.3%; RSI: 39.45; Day Volatility: 2.02; Week Volatility: 4.56; Month Volatility: 9.71; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 92.42 => 10.21%; Week Support: 92.42 => 10.21%; Month Support: 116.32 => -13.01%; Day NWE: 103.4 => -0.46%; Week NWE: 93.64 => 9.03%; Month NWE: 90.52 => 12.06%)
EXC,0.389,-1.6400000000000001,1.55,128,F,386,28.77,16.16,43.95,44,2.8,43,1.95,475,10.92,(Stock Name: Exelon Corporation; Sector: Utilities; Strength: F - Large Cap / Blue-chip ; Intrinsic: 28.77; Revenue: 2533.0cr; Net Profit: 278.0cr; Recommended: hold; Projected High: 58.0; Projected Medium: 48.0; Projected Low: 41.0; All time high: 50.71 => 13.0%; SMA 200: 45.94 => -4.52%; RSI: 38.55; Day Volatility: 1.55; Week Volatility: 4.71; Month Volatility: 8.06; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 0.0 => 100.0%; Week Support: 35.94 => 18.23%; Month Support: 33.35 => 24.12%; Day NWE: 42.2 => 3.98%; Week NWE: 41.59 => 5.38%; Month NWE: 38.76 => 11.8%)
GLD,,-1.3599999999999999,1.53,113,S,173,170.017,,399.72,400,24.35,399,19.05,4340.000000000001,10.93,
PEP,0.361,-1.63,1.36,128,M,95,16.177,18.17,138.45,140,7.7,135,6,1370,11.01,(Stock Name: Pepsico. Inc.; Sector: Consumer Defensive; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 16.18; Revenue: 9690.0cr; Net Profit: 1045.0cr; Recommended: hold; Projected High: 183.0; Projected Medium: 155.0; Projected Low: 124.0; All time high: 196.88 => 30.0%; SMA 200: 148.78 => -7.46%; RSI: 42.03; Day Volatility: 1.36; Week Volatility: 3.91; Month Volatility: 9.0; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 136.01 => 1.76%; Week Support: 136.01 => 1.76%; Month Support: 127.6 => 7.84%; Day NWE: 134.35 => 2.96%; Week NWE: 124.86 => 9.81%; Month NWE: 125.98 => 9.01%)
KHC,0.082,-1.67,2.46,128,F,504,30.359,,24.9,25,1.85,22.5,0.8,265.00000000000006,11.04,(Stock Name: The Kraft Heinz Company; Sector: Consumer Defensive; Strength: F - Large / Blue-chip / Leaders ; Intrinsic: 30.36; Revenue: 2490.0cr; Net Profit: -340.0cr; Recommended: hold; Projected High: 41.0; Projected Medium: 25.0; Projected Low: 19.0; All time high: 97.77 => 75.0%; SMA 200: 24.03 => 3.49%; RSI: 44.78; Day Volatility: 2.46; Week Volatility: 6.96; Month Volatility: 11.12; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 21.03 => 15.52%; Week Support: 21.03 => 15.52%; Month Support: 30.68 => -23.21%; Day NWE: 23.82 => 4.35%; Week NWE: 21.9 => 12.04%; Month NWE: 18.9 => 24.11%)
TROW,1.48,-1.0999999999999999,1.89,100,F,594,51.579,10.99,109.42,110,5.9,105,5.6,1150,11.04,(Stock Name: T. Rowe Price Group. Inc.; Sector: Financial Services; Strength: F - Financials / REITs / Infrastructure ; Intrinsic: 51.58; Revenue: 759.0cr; Net Profit: 217.0cr; Recommended: hold; Projected High: 124.0; Projected Medium: 112.5; Projected Low: 90.0; All time high: 224.56 => 51.0%; SMA 200: 103.63 => 5.29%; RSI: 41.61; Day Volatility: 1.89; Week Volatility: 5.01; Month Volatility: 9.12; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 85.22 => 22.12%; Week Support: 85.22 => 22.12%; Month Support: 77.85 => 28.85%; Day NWE: 104.11 => 4.85%; Week NWE: 96.92 => 11.43%; Month NWE: 69.36 => 36.61%)
GLD,,-1.3599999999999999,1.53,128,S,173,170.017,,399.72,400,26,395,18.15,4415,11.12,
V,0.761,-1.02,1.35,128,M,25,18.87,31.4,368.64,370,22.8,365,17,3979.9999999999995,11.17,(Stock Name: Visa Inc.; Sector: Financial Services; Strength: M - Fundamental and Momentum Influence ; Intrinsic: 18.87; Revenue: 4449.0cr; Net Profit: 2240.0cr; Recommended: strong_buy; Projected High: 466.0; Projected Medium: 422.0; Projected Low: 330.0; All time high: 385.57 => 4.0%; SMA 200: 334.07 => 9.38%; RSI: 54.97; Day Volatility: 1.35; Week Volatility: 3.47; Month Volatility: 7.87; Day Trend: Downtrend; Week Trend: Downtrend; Month Trend: Downtrend; Day Support: 293.89 => 20.28%; Week Support: 293.89 => 20.28%; Month Support: 174.6 => 52.64%; Day NWE: 359.07 => 2.6%; Week NWE: 322.29 => 12.57%; Month NWE: 298.15 => 19.12%)
SGOL,,-1.39,1.49,100,S,,,,41.48,42,2.5,41,1.7,420,11.379999999999999,
